Testdatum;2026-07-07
Batch-Nr.;Widerstandsmessung

Zeit;t [ms];Zustand;Zyklus;Zyklen gesamt;I1 [A];I2 [A];I3 [A];I4 [A];I5 [A];I6 [A];I7 [A];I8 [A];I9 [A];I10 [A];U1 [V];U2 [V];U3 [V];U4 [V];U5 [V];U6 [V];U7 [V];U8 [V];U9 [V];U10 [V];T1 [°C];T2 [°C];T3 [°C];T4 [°C];T5 [°C];T6 [°C];Lüfter rechts [1/min];Lüfter links [1/min];Defekt
2026-07-07 16:12:14;935529;RUNNING;1;4;0,764;0,750;0,735;0,702;0,683;0,660;0,640;0,625;0,601;0,578;2,946;2,885;2,799;2,712;2,632;2,564;2,489;2,395;2,319;2,240;24,69;23,75;24,56;24,50;23,75;24,19;1200;1200;
2026-07-07 16:12:15;936529;RUNNING;1;4;0,786;0,772;0,756;0,723;0,704;0,682;0,661;0,647;0,623;0,599;3,029;2,969;2,883;2,796;2,714;2,649;2,572;2,480;2,402;2,322;24,69;23,81;24,50;24,50;23,75;24,19;1500;1200;
2026-07-07 16:12:16;937529;RUNNING;1;4;0,808;0,794;0,778;0,745;0,725;0,703;0,683;0,669;0,644;0,621;3,112;3,054;2,964;2,877;2,797;2,731;2,656;2,561;2,484;2,403;24,69;23,75;24,50;24,50;23,75;24,19;1200;1500;
2026-07-07 16:12:18;938529;RUNNING;1;4;0,829;0,815;0,800;0,766;0,746;0,724;0,704;0,691;0,666;0,643;3,195;3,136;3,046;2,961;2,879;2,810;2,737;2,646;2,565;2,486;24,69;23,75;24,50;24,50;23,75;24,19;1500;1800;
2026-07-07 16:12:18;939529;RUNNING;1;4;0,851;0,837;0,822;0,787;0,768;0,746;0,726;0,712;0,688;0,664;3,276;3,220;3,131;3,045;2,962;2,895;2,818;2,729;2,650;2,569;24,62;23,75;24,50;24,50;23,75;24,19;1500;1500;
2026-07-07 16:12:19;940529;RUNNING;1;4;0,872;0,859;0,844;0,809;0,789;0,767;0,747;0,735;0,710;0,686;3,359;3,303;3,213;3,128;3,045;2,975;2,901;2,811;2,731;2,652;24,69;23,75;24,50;24,50;23,75;24,19;1200;1500;
2026-07-07 16:12:20;941529;RUNNING;1;4;0,894;0,881;0,866;0,831;0,812;0,789;0,768;0,756;0,732;0,708;3,442;3,385;3,297;3,210;3,130;3,058;2,983;2,892;2,813;2,733;24,69;23,75;24,50;24,50;23,75;24,19;1500;1500;
2026-07-07 16:12:21;942529;RUNNING;1;4;0,916;0,902;0,889;0,852;0,833;0,810;0,790;0,778;0,754;0,729;3,527;3,467;3,378;3,292;3,212;3,143;3,064;2,975;2,896;2,815;24,69;23,75;24,50;24,50;23,75;24,19;1500;1800;
2026-07-07 16:12:22;943529;RUNNING;1;4;0,938;0,924;0,910;0,874;0,855;0,833;0,812;0,800;0,774;0,751;3,608;3,553;3,460;3,376;3,294;3,224;3,147;3,058;2,979;2,898;24,69;23,75;24,50;24,50;23,75;24,25;1500;1500;
2026-07-07 16:12:24;944529;RUNNING;1;4;0,960;0,946;0,931;0,896;0,877;0,854;0,834;0,821;0,796;0,773;3,689;3,636;3,545;3,460;3,377;3,307;3,230;3,142;3,060;2,979;24,62;23,75;24,50;24,50;23,81;24,25;1800;1500;
2026-07-07 16:12:24;945529;RUNNING;1;4;0,981;0,968;0,953;0,917;0,899;0,875;0,855;0,844;0,817;0,794;3,774;3,718;3,629;3,545;3,461;3,390;3,311;3,223;3,143;3,062;24,62;23,75;24,50;24,50;23,81;24,19;1800;1800;
2026-07-07 16:12:25;946529;RUNNING;1;4;1,004;0,989;0,976;0,939;0,920;0,897;0,877;0,865;0,840;0,816;3,855;3,802;3,712;3,627;3,546;3,471;3,392;3,304;3,226;3,145;24,62;23,75;24,50;24,56;23,81;24,25;1800;1500;
2026-07-07 16:12:26;947529;RUNNING;1;4;1,025;1,011;0,998;0,960;0,942;0,918;0,899;0,888;0,861;0,838;3,938;3,884;3,796;3,711;3,627;3,556;3,475;3,389;3,308;3,227;24,62;23,75;24,50;24,56;23,81;24,25;1800;1500;
2026-07-07 16:12:27;948529;RUNNING;1;4;1,047;1,033;1,020;0,982;0,964;0,940;0,921;0,909;0,884;0,859;4,020;3,967;3,879;3,794;3,709;3,638;3,559;3,471;3,391;3,310;24,62;23,75;24,50;24,50;23,81;24,25;1800;1800;
2026-07-07 16:12:28;949529;RUNNING;1;4;1,068;1,054;1,042;1,004;0,986;0,961;0,943;0,931;0,905;0,882;4,103;4,051;3,963;3,878;3,794;3,719;3,640;3,556;3,474;3,393;24,62;23,69;24,50;24,56;23,81;24,19;1800;1800;
2026-07-07 16:12:29;950529;RUNNING;1;4;1,090;1,077;1,063;1,025;1,007;0,983;0,964;0,953;0,926;0,903;4,184;4,133;4,045;3,962;3,876;3,804;3,723;3,637;3,557;3,474;24,62;23,75;24,50;24,56;23,81;24,25;1800;1800;
2026-07-07 16:12:31;951529;RUNNING;1;4;1,112;1,098;1,086;1,047;1,029;1,005;0,986;0,975;0,948;0,925;4,267;4,217;4,126;4,044;3,959;3,885;3,805;3,720;3,638;3,559;24,62;23,75;24,50;24,56;23,81;24,25;1500;1800;
2026-07-07 16:12:31;952529;RUNNING;1;4;1,134;1,120;1,108;1,069;1,051;1,027;1,007;0,998;0,970;0,946;4,350;4,300;4,210;4,127;4,042;3,968;3,886;3,801;3,720;3,640;24,62;23,69;24,50;24,62;23,81;24,25;1800;1800;
2026-07-07 16:12:32;953529;RUNNING;1;4;1,156;1,141;1,130;1,091;1,073;1,048;1,029;1,019;0,992;0,968;4,431;4,384;4,292;4,209;4,126;4,051;3,971;3,885;3,803;3,721;24,62;23,75;24,44;24,56;23,81;24,25;2100;1800;
2026-07-07 16:12:33;954529;RUNNING;1;4;1,177;1,163;1,151;1,111;1,094;1,070;1,051;1,041;1,014;0,989;4,514;4,464;4,375;4,293;4,208;4,133;4,052;3,968;3,884;3,804;24,62;23,69;24,44;24,62;23,81;24,25;2100;2100;
2026-07-07 16:12:34;955529;RUNNING;1;4;1,199;1,185;1,174;1,134;1,116;1,092;1,073;1,063;1,035;1,012;4,595;4,548;4,459;4,377;4,289;4,216;4,134;4,049;3,967;3,887;24,62;23,69;24,50;24,62;23,81;24,25;2100;2100;
2026-07-07 16:12:35;956529;RUNNING;1;4;1,221;1,206;1,196;1,155;1,138;1,113;1,094;1,085;1,057;1,033;4,678;4,631;4,540;4,459;4,373;4,297;4,215;4,131;4,051;3,969;24,62;23,69;24,44;24,62;23,81;24,25;2100;2100;
2026-07-07 16:12:37;957529;RUNNING;1;4;1,243;1,228;1,218;1,177;1,159;1,135;1,116;1,107;1,078;1,055;4,761;4,715;4,626;4,541;4,456;4,380;4,298;4,214;4,132;4,052;24,56;23,69;24,50;24,62;23,87;24,25;2100;2100;
2026-07-07 16:12:37;958529;RUNNING;1;4;1,265;1,250;1,240;1,199;1,182;1,156;1,138;1,129;1,101;1,077;4,843;4,795;4,707;4,624;4,538;4,462;4,381;4,297;4,215;4,135;24,62;23,69;24,44;24,62;23,87;24,25;1800;2100;
2026-07-07 16:12:38;959529;RUNNING;1;4;1,286;1,272;1,263;1,220;1,203;1,178;1,160;1,151;1,122;1,099;4,926;4,879;4,789;4,708;4,621;4,543;4,462;4,378;4,296;4,216;24,56;23,69;24,44;24,62;23,87;24,25;1800;2100;
2026-07-07 16:12:39;960529;RUNNING;1;4;1,308;1,295;1,283;1,243;1,225;1,200;1,181;1,173;1,144;1,120;5,004;4,963;4,873;4,788;4,704;4,626;4,544;4,461;4,378;4,299;24,56;23,69;24,44;24,69;23,87;24,25;2400;1800;
2026-07-07 16:12:41;961628;RUNNING;1;4;1,307;1,305;1,309;1,266;1,249;1,224;1,205;1,197;1,168;1,145;5,000;5,002;4,963;4,880;4,795;4,718;4,634;4,551;4,468;4,389;24,56;23,69;24,44;24,69;23,87;24,25;1800;2100;
2026-07-07 16:12:42;962628;RUNNING;1;4;1,307;1,304;1,319;1,288;1,271;1,246;1,227;1,219;1,190;1,166;5,002;5,002;5,002;4,962;4,880;4,801;4,717;4,633;4,551;4,470;24,56;23,69;24,44;24,69;23,87;24,31;2100;2100;
2026-07-07 16:12:43;963628;RUNNING;1;4;1,307;1,305;1,319;1,298;1,292;1,267;1,249;1,241;1,212;1,188;5,002;5,002;5,002;5,002;4,961;4,882;4,799;4,716;4,632;4,552;24,56;23,69;24,44;24,69;23,87;24,31;2100;2100;
2026-07-07 16:12:44;964628;RUNNING;1;4;1,307;1,305;1,319;1,298;1,303;1,289;1,271;1,263;1,234;1,209;5,002;5,002;5,000;5,002;5,002;4,965;4,880;4,797;4,715;4,635;24,56;23,69;24,44;24,69;23,87;24,31;2100;2100;
2026-07-07 16:12:45;965628;RUNNING;1;4;1,307;1,305;1,319;1,298;1,304;1,299;1,292;1,285;1,255;1,231;5,000;5,002;5,000;5,002;5,002;5,003;4,963;4,880;4,797;4,716;24,56;23,69;24,44;24,69;23,87;24,31;2100;2100;
2026-07-07 16:12:46;966628;RUNNING;1;4;1,307;1,305;1,319;1,298;1,304;1,299;1,303;1,307;1,276;1,252;5,000;5,002;5,002;5,002;5,002;5,003;5,000;4,962;4,880;4,797;24,56;23,69;24,44;24,69;23,87;24,31;2100;2100;
2026-07-07 16:12:47;967628;RUNNING;1;4;1,307;1,304;1,319;1,298;1,304;1,299;1,303;1,318;1,299;1,275;5,000;5,002;5,000;5,002;5,002;5,001;5,000;5,001;4,963;4,881;24,56;23,69;24,44;24,69;23,94;24,31;2100;2100;
2026-07-07 16:12:48;968629;RUNNING;1;4;1,307;1,306;1,319;1,298;1,304;1,299;1,303;1,317;1,309;1,296;5,000;5,000;5,002;5,000;5,002;5,001;5,000;5,001;5,005;4,962;24,56;23,62;24,44;24,69;23,94;24,31;2100;2100;
2026-07-07 16:12:49;969728;RUNNING;1;4;1,307;1,305;1,319;1,299;1,304;1,299;1,303;1,318;1,309;1,307;5,000;5,000;5,000;5,002;5,002;5,003;5,000;4,999;5,000;5,003;24,50;23,62;24,44;24,75;23,94;24,37;2100;2100;
2026-07-07 16:12:50;970728;RUNNING;1;4;1,308;1,306;1,319;1,298;1,304;1,300;1,303;1,318;1,310;1,308;4,998;5,002;5,000;5,002;5,002;5,003;5,000;5,001;5,000;5,001;24,50;23,69;24,37;24,75;23,94;24,37;2100;2100;
2026-07-07 16:12:51;971728;RUNNING;1;4;1,308;1,305;1,319;1,298;1,304;1,299;1,303;1,318;1,310;1,307;5,000;5,000;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,56;23,62;24,44;24,75;23,94;24,37;2100;2100;
2026-07-07 16:12:52;972728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,304;1,299;1,303;1,318;1,309;1,307;5,000;5,002;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,50;23,62;24,37;24,81;24,00;24,37;2100;1800;
2026-07-07 16:12:53;973728;RUNNING;1;4;1,308;1,305;1,319;1,299;1,304;1,300;1,304;1,318;1,309;1,307;5,000;5,002;5,000;5,002;5,004;5,001;5,000;4,999;5,000;5,001;24,50;23,62;24,37;24,75;24,00;24,37;2100;1800;
2026-07-07 16:12:54;974728;RUNNING;1;4;1,307;1,306;1,319;1,299;1,304;1,300;1,304;1,318;1,310;1,307;5,000;5,000;5,002;5,002;5,002;5,001;5,000;5,001;5,000;5,001;24,50;23,62;24,44;24,81;24,00;24,44;2100;1800;
2026-07-07 16:12:55;975728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,304;1,299;1,304;1,318;1,310;1,308;5,000;5,000;5,000;5,000;5,002;5,001;5,002;4,999;5,000;5,001;24,50;23,62;24,44;24,81;24,00;24,44;2100;1800;
2026-07-07 16:12:56;976728;RUNNING;1;4;1,308;1,304;1,319;1,299;1,305;1,300;1,304;1,318;1,310;1,307;5,000;5,000;5,000;5,000;5,002;5,001;5,000;4,999;5,000;4,999;24,50;23,62;24,44;24,81;24,06;24,44;2100;2100;
2026-07-07 16:12:57;977728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,304;1,300;1,304;1,318;1,310;1,307;5,000;5,000;5,000;5,000;5,002;5,001;5,002;4,999;5,002;5,001;24,50;23,62;24,44;24,81;24,06;24,44;2100;2100;
2026-07-07 16:12:58;978728;RUNNING;1;4;1,308;1,306;1,319;1,298;1,304;1,300;1,303;1,318;1,310;1,308;5,000;5,000;5,000;5,002;5,002;5,001;5,000;5,001;5,000;5,001;24,50;23,62;24,44;24,87;24,06;24,50;2100;2100;
2026-07-07 16:12:59;979728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,304;1,300;1,304;1,318;1,310;1,308;5,000;5,000;5,002;5,000;5,002;5,001;5,002;4,999;5,000;5,003;24,50;23,62;24,44;24,87;24,06;24,50;2100;2100;
2026-07-07 16:13:00;980728;RUNNING;1;4;1,308;1,305;1,319;1,299;1,304;1,301;1,304;1,319;1,310;1,307;5,000;5,000;5,000;5,000;5,002;5,001;5,000;5,001;5,000;5,001;24,50;23,62;24,44;24,87;24,06;24,50;2100;2100;
2026-07-07 16:13:01;981728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,304;1,300;1,304;1,318;1,310;1,307;5,000;5,000;5,000;5,000;5,002;5,001;5,000;5,001;5,000;5,001;24,50;23,69;24,37;24,87;24,06;24,50;2100;2100;
2026-07-07 16:13:02;982728;RUNNING;1;4;1,308;1,306;1,320;1,299;1,304;1,300;1,304;1,318;1,310;1,308;5,000;5,002;5,000;5,000;5,002;5,001;5,002;4,999;5,000;5,001;24,50;23,69;24,44;24,87;24,12;24,50;2100;2100;
2026-07-07 16:13:03;983728;RUNNING;1;4;1,308;1,306;1,320;1,299;1,305;1,300;1,304;1,318;1,310;1,308;5,000;5,000;5,002;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,50;23,69;24,44;24,87;24,12;24,50;2100;2100;
2026-07-07 16:13:04;984728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,305;1,300;1,304;1,319;1,310;1,309;5,000;5,000;5,002;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,44;24,87;24,12;24,56;2100;2100;
2026-07-07 16:13:05;985728;RUNNING;1;4;1,308;1,306;1,319;1,298;1,305;1,301;1,304;1,319;1,310;1,308;5,000;5,000;5,000;5,002;5,004;5,001;5,002;5,001;5,000;5,001;24,50;23,62;24,44;24,94;24,12;24,56;2100;2100;
2026-07-07 16:13:06;986728;RUNNING;1;4;1,309;1,305;1,320;1,298;1,305;1,301;1,304;1,319;1,310;1,308;5,000;5,000;5,000;5,002;5,002;5,001;5,002;4,999;5,000;5,003;24,44;23,69;24,44;24,94;24,19;24,56;2100;2100;
2026-07-07 16:13:07;987728;RUNNING;1;4;1,308;1,306;1,320;1,300;1,305;1,300;1,304;1,319;1,310;1,308;5,000;5,000;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,62;24,44;24,94;24,19;24,56;2100;2100;
2026-07-07 16:13:08;988728;RUNNING;1;4;1,309;1,306;1,319;1,299;1,305;1,300;1,304;1,319;1,310;1,308;4,998;5,000;5,002;5,000;5,002;4,999;5,002;5,001;5,000;5,001;24,44;23,62;24,44;24,94;24,19;24,56;2100;2100;
2026-07-07 16:13:09;989728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,305;1,300;1,304;1,319;1,310;1,308;5,000;5,000;5,000;5,000;5,004;4,999;5,000;4,999;5,000;5,001;24,44;23,62;24,44;24,94;24,19;24,56;2100;2100;
2026-07-07 16:13:10;990728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,304;1,300;1,304;1,319;1,310;1,308;5,000;5,000;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,44;24,94;24,19;24,62;2100;2400;
2026-07-07 16:13:11;991728;RUNNING;1;4;1,309;1,305;1,320;1,299;1,305;1,301;1,304;1,319;1,310;1,308;5,000;5,000;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,50;23,69;24,44;25,00;24,19;24,62;2400;2100;
2026-07-07 16:13:12;992728;RUNNING;1;4;1,309;1,306;1,320;1,299;1,305;1,301;1,304;1,319;1,310;1,309;4,998;5,000;5,000;5,002;5,002;5,001;5,002;4,999;5,000;5,001;24,44;23,69;24,44;25,00;24,25;24,62;2100;2100;
2026-07-07 16:13:13;993728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,305;1,301;1,304;1,319;1,310;1,309;5,000;5,002;5,000;5,002;5,002;4,999;5,000;5,001;5,000;4,999;24,44;23,69;24,44;25,00;24,25;24,62;2100;2100;
2026-07-07 16:13:14;994728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,305;1,301;1,304;1,319;1,310;1,309;5,000;4,998;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,44;25,00;24,25;24,62;2100;2100;
2026-07-07 16:13:15;995728;RUNNING;1;4;1,308;1,306;1,320;1,299;1,304;1,300;1,304;1,319;1,310;1,309;5,000;5,000;5,002;5,000;5,002;4,999;5,000;5,001;5,002;5,001;24,44;23,69;24,44;25,00;24,25;24,69;2100;2100;
2026-07-07 16:13:16;996728;RUNNING;1;4;1,309;1,306;1,320;1,300;1,305;1,301;1,304;1,319;1,310;1,308;5,000;5,002;5,000;5,000;5,002;4,999;5,000;5,001;5,002;5,003;24,44;23,62;24,44;25,00;24,25;24,62;2100;2100;
2026-07-07 16:13:17;997728;RUNNING;1;4;1,308;1,305;1,320;1,299;1,305;1,300;1,304;1,319;1,310;1,309;4,998;5,000;5,000;5,002;5,000;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,44;25,00;24,25;24,69;2100;2100;
2026-07-07 16:13:18;998728;RUNNING;1;4;1,309;1,306;1,320;1,299;1,305;1,301;1,304;1,319;1,310;1,308;5,000;5,000;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,003;24,44;23,69;24,44;25,06;24,31;24,69;2100;2100;
2026-07-07 16:13:19;999728;RUNNING;1;4;1,308;1,306;1,320;1,299;1,305;1,301;1,304;1,319;1,310;1,309;5,000;5,000;5,000;5,000;5,002;4,999;5,002;4,999;5,000;5,001;24,44;23,69;24,44;25,06;24,31;24,69;2100;2100;
2026-07-07 16:13:20;1000728;RUNNING;1;4;1,309;1,306;1,319;1,299;1,304;1,300;1,304;1,319;1,311;1,309;5,002;5,000;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,44;25,06;24,31;24,69;2100;2100;
2026-07-07 16:13:21;1001728;RUNNING;1;4;1,309;1,305;1,320;1,299;1,304;1,301;1,304;1,319;1,310;1,308;4,998;5,000;5,002;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,44;25,06;24,31;24,69;2100;2400;
2026-07-07 16:13:22;1002728;RUNNING;1;4;1,309;1,306;1,320;1,299;1,305;1,301;1,304;1,319;1,311;1,309;4,998;5,000;5,000;5,002;5,002;4,999;5,000;4,999;5,000;5,001;24,44;23,69;24,44;25,06;24,31;24,69;2100;2100;
2026-07-07 16:13:23;1003728;RUNNING;1;4;1,309;1,306;1,321;1,299;1,305;1,301;1,304;1,319;1,311;1,308;5,000;5,000;5,002;5,002;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,44;25,06;24,31;24,69;2100;2100;
2026-07-07 16:13:24;1004728;RUNNING;1;4;1,309;1,306;1,320;1,300;1,305;1,300;1,304;1,319;1,311;1,309;5,000;4,998;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,50;25,06;24,37;24,75;2100;2100;
2026-07-07 16:13:25;1005728;RUNNING;1;4;1,309;1,304;1,320;1,299;1,305;1,301;1,304;1,319;1,311;1,307;5,000;4,998;5,000;5,002;5,002;5,001;5,000;5,001;5,000;5,001;24,44;23,69;24,50;25,06;24,31;24,75;2100;2100;
2026-07-07 16:13:26;1006728;RUNNING;1;4;1,309;1,306;1,320;1,299;1,306;1,301;1,304;1,319;1,311;1,309;5,000;5,000;5,000;5,000;5,002;4,999;5,000;5,001;5,000;5,003;24,44;23,69;24,50;25,06;24,37;24,75;2100;2100;
2026-07-07 16:13:27;1007728;RUNNING;1;4;1,309;1,306;1,320;1,300;1,305;1,301;1,304;1,319;1,311;1,310;4,998;4,998;5,000;5,000;5,000;5,001;5,000;5,001;5,000;5,003;24,44;23,69;24,50;25,12;24,37;24,75;2100;2100;
2026-07-07 16:13:28;1008728;RUNNING;1;4;1,309;1,306;1,320;1,300;1,305;1,301;1,304;1,319;1,311;1,308;5,000;5,000;5,002;5,000;5,002;4,999;5,000;4,999;5,000;5,001;24,44;23,69;24,50;25,12;24,37;24,75;2100;1800;
2026-07-07 16:13:29;1009728;RUNNING;1;4;1,308;1,305;1,321;1,300;1,304;1,301;1,305;1,319;1,311;1,309;5,000;5,000;5,000;5,000;5,002;5,001;5,000;5,001;5,000;5,001;24,44;23,69;24,50;25,12;24,37;24,75;2100;2100;
2026-07-07 16:13:30;1010728;RUNNING;1;4;1,309;1,305;1,321;1,299;1,305;1,301;1,304;1,319;1,311;1,309;5,000;5,000;4,999;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,50;25,12;24,37;24,75;2100;2100;
2026-07-07 16:13:31;1011728;RUNNING;1;4;1,309;1,306;1,320;1,300;1,305;1,301;1,304;1,319;1,311;1,308;5,000;5,000;5,000;5,000;5,004;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,50;25,12;24,37;24,75;2100;2100;
2026-07-07 16:13:32;1012728;RUNNING;1;4;1,309;1,306;1,320;1,300;1,305;1,301;1,304;1,319;1,311;1,309;5,000;5,000;5,002;5,002;5,002;4,999;5,000;5,001;5,000;5,003;24,44;23,69;24,50;25,12;24,37;24,75;2100;2100;
2026-07-07 16:13:33;1013728;RUNNING;1;4;1,309;1,305;1,320;1,300;1,305;1,301;1,304;1,319;1,311;1,309;5,000;5,000;5,000;5,000;5,002;5,001;5,000;4,999;5,000;5,001;24,44;23,69;24,50;25,12;24,37;24,81;2100;2100;
2026-07-07 16:13:34;1014728;RUNNING;1;4;1,309;1,305;1,320;1,300;1,306;1,301;1,304;1,319;1,311;1,308;5,000;5,000;5,000;5,000;5,004;5,001;5,000;4,999;5,002;5,003;24,37;23,69;24,50;25,19;24,37;24,75;2100;2100;
2026-07-07 16:13:35;1015728;RUNNING;1;4;1,309;1,306;1,321;1,300;1,305;1,301;1,304;1,319;1,311;1,309;4,998;5,000;5,002;5,000;5,002;4,999;5,000;4,999;5,000;5,001;24,44;23,69;24,50;25,12;24,37;24,81;2100;2100;
2026-07-07 16:13:36;1016728;RUNNING;1;4;1,309;1,306;1,320;1,300;1,306;1,301;1,304;1,319;1,311;1,308;5,000;5,000;5,000;5,000;5,002;4,999;5,002;4,999;5,002;5,003;24,44;23,69;24,44;25,19;24,37;24,81;2100;2100;
2026-07-07 16:13:37;1017728;RUNNING;1;4;1,309;1,306;1,320;1,299;1,305;1,301;1,304;1,319;1,311;1,308;5,000;5,000;5,000;5,000;5,002;4,999;5,000;5,001;5,000;5,003;24,37;23,69;24,50;25,19;24,37;24,81;2100;2400;
2026-07-07 16:13:38;1018728;RUNNING;1;4;1,309;1,306;1,320;1,299;1,305;1,301;1,304;1,319;1,311;1,307;5,000;5,000;5,000;5,000;5,002;4,999;5,000;5,001;5,002;4,999;24,44;23,69;24,50;25,19;24,37;24,81;2100;2100;
2026-07-07 16:13:39;1019728;RUNNING;1;4;1,309;1,306;1,320;1,299;1,305;1,301;1,304;1,319;1,311;1,308;5,000;5,000;4,999;5,000;5,002;5,001;5,000;5,001;5,000;4,999;24,44;23,69;24,50;25,19;24,44;24,81;2100;2100;
2026-07-07 16:13:40;1020728;RUNNING;1;4;1,309;1,305;1,321;1,299;1,306;1,301;1,304;1,319;1,311;1,309;5,000;5,000;5,000;5,000;5,002;4,999;4,998;5,001;5,002;4,999;24,44;23,69;24,50;25,19;24,44;24,81;2100;2100;
2026-07-07 16:13:41;1021728;RUNNING;1;4;1,309;1,305;1,320;1,300;1,305;1,301;1,304;1,319;1,311;1,309;5,000;5,000;5,000;5,000;5,002;4,999;5,000;4,999;5,002;4,999;24,44;23,69;24,50;25,19;24,37;24,81;2100;2100;
2026-07-07 16:13:42;1022728;RUNNING;1;4;1,309;1,305;1,321;1,300;1,305;1,301;1,304;1,319;1,311;1,309;4,998;4,998;4,999;5,000;5,000;5,001;5,000;5,001;5,000;4,999;24,37;23,69;24,50;25,19;24,44;24,81;2100;2100;
2026-07-07 16:13:43;1023728;RUNNING;1;4;1,309;1,305;1,320;1,300;1,306;1,301;1,305;1,319;1,311;1,309;5,000;5,000;5,000;5,000;5,002;5,001;5,000;5,001;5,000;5,001;24,37;23,69;24,50;25,19;24,44;24,81;2100;2100;
2026-07-07 16:13:44;1024728;RUNNING;1;4;1,308;1,306;1,320;1,300;1,305;1,300;1,304;1,319;1,311;1,309;5,000;4,998;5,000;5,002;5,002;5,001;5,000;4,999;5,000;4,999;24,44;23,69;24,50;25,19;24,44;24,81;2100;2100;
2026-07-07 16:13:45;1025728;RUNNING;1;4;1,309;1,305;1,320;1,300;1,306;1,301;1,304;1,319;1,311;1,308;5,000;4,998;5,000;5,002;5,002;4,999;5,000;4,999;5,000;4,999;24,37;23,69;24,50;25,19;24,44;24,81;2100;2100;
2026-07-07 16:13:46;1026728;RUNNING;1;4;1,309;1,306;1,320;1,300;1,306;1,301;1,305;1,319;1,311;1,308;5,000;5,000;4,999;5,002;5,002;5,001;5,000;4,999;5,000;4,999;24,37;23,69;24,50;25,19;24,44;24,87;2100;2100;
2026-07-07 16:13:47;1027728;RUNNING;1;4;1,309;1,305;1,321;1,299;1,306;1,301;1,304;1,319;1,311;1,309;5,000;4,998;5,000;5,000;5,002;4,999;5,000;5,001;5,002;4,999;24,44;23,69;24,50;25,25;24,44;24,81;2100;2100;
2026-07-07 16:13:48;1028728;RUNNING;1;4;1,309;1,306;1,321;1,300;1,305;1,301;1,304;1,319;1,311;1,309;4,998;4,998;5,000;5,000;5,000;4,999;5,000;4,999;5,000;4,999;24,44;23,69;24,50;25,25;24,44;24,87;2100;2100;
2026-07-07 16:13:49;1029728;RUNNING;1;4;1,309;1,307;1,321;1,300;1,305;1,301;1,305;1,319;1,311;1,308;4,998;4,998;5,000;5,000;5,002;4,999;5,000;4,999;5,000;4,999;24,37;23,69;24,50;25,25;24,44;24,87;2100;1800;
2026-07-07 16:13:50;1030728;RUNNING;1;4;1,309;1,306;1,321;1,300;1,305;1,301;1,305;1,319;1,311;1,309;5,000;4,998;5,000;5,002;5,002;4,999;5,000;4,999;5,000;4,999;24,37;23,69;24,50;25,19;24,44;24,87;2100;1800;
2026-07-07 16:13:51;1031728;RUNNING;1;4;1,309;1,306;1,320;1,299;1,305;1,301;1,305;1,319;1,311;1,308;5,000;4,998;5,000;5,000;5,000;5,001;4,998;4,999;5,000;4,999;24,37;23,69;24,50;25,25;24,44;24,87;2100;2100;
2026-07-07 16:13:52;1032728;RUNNING;1;4;1,309;1,305;1,321;1,300;1,305;1,301;1,305;1,319;1,311;1,309;5,000;5,000;5,000;5,000;5,002;4,999;5,000;5,001;5,000;4,999;24,44;23,69;24,50;25,25;24,44;24,87;2100;2100;
2026-07-07 16:13:53;1033728;RUNNING;1;4;1,309;1,306;1,321;1,300;1,306;1,301;1,304;1,319;1,311;1,308;5,000;4,998;5,000;5,000;5,002;4,999;5,000;4,999;5,000;4,999;24,37;23,69;24,50;25,25;24,44;24,87;2100;2100;
2026-07-07 16:13:54;1034728;RUNNING;1;4;1,309;1,306;1,321;1,300;1,306;1,301;1,305;1,319;1,311;1,308;4,998;4,998;5,000;5,000;5,000;5,001;5,000;5,001;5,000;4,999;24,37;23,69;24,50;25,25;24,44;24,87;2100;2100;
